START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE,Starting_Date,Time,Start_Hour,Minutes,Round_Trip,Months,WEEKDAYS,Ride_duration
,,Business,The Drag,Convention Center District,5.7,Meal/Entertain,,,,,no,,,
,,Business,South Congress,North Austin,8.4,Meal/Entertain,,,,,no,,,
,,Business,Georgian Acres,The Drag,6.2,Meal/Entertain,,,,,no,,,
,,Business,The Drag,North Austin,10.5,Meal/Entertain,,,,,no,,,
,,Business,North Austin,Coxville,7.2,Meal/Entertain,,,,,no,,,
,,Business,Coxville,The Drag,12.5,NOT,,,,,no,,,
,,Business,The Drag,South Congress,2.0,Errand/Supplies,,,,,no,,,
,,Business,South Congress,The Drag,2.7,NOT,,,,,no,,,
,,Business,The Drag,Convention Center District,2.0,Meal/Entertain,,,,,no,,,
,,Business,Downtown,The Drag,2.8,Meal/Entertain,,,,,no,,,
,,Business,The Drag,Congress Ave District,1.7,Meal/Entertain,,,,,no,,,
,,Business,Convention Center District,West University,2.0,NOT,,,,,no,,,
,,Business,West University,Congress Ave District,2.1,Meal/Entertain,,,,,no,,,
,,Personal,Downtown,The Drag,1.7,NOT,,,,,no,,,
,,Business,Austin,Katy,136.0,Customer Visit,,,,,no,,,
,,Business,Katy,Houston,30.2,Meeting,,,,,no,,,
,,Business,Midtown,Alief,15.5,Meal/Entertain,,,,,no,,,
,,Personal,Houston,Houston,4.9,NOT,,,,,yes,,,
,,Personal,Houston,Houston,12.6,NOT,,,,,yes,,,
,,Personal,Sharpstown,Midtown,10.4,NOT,,,,,no,,,
,,Business,Midtown,Midtown,1.1,Meal/Entertain,,,,,yes,,,
,,Business,Midtown,Midtown,1.1,Meal/Entertain,,,,,yes,,,
,,Business,Midtown,Sharpstown,13.2,Meeting,,,,,no,,,
,,Business,Sharpstown,Sharpstown,1.0,Errand/Supplies,,,,,yes,,,
,,Business,Sharpstown,Midtown,9.2,Customer Visit,,,,,no,,,
,,Business,Midtown,Sharpstown,9.4,Meal/Entertain,,,,,no,,,
,,Business,Houston,Sugar Land,12.0,Customer Visit,,,,,no,,,
,,Business,Sugar Land,Houston,35.1,Customer Visit,,,,,no,,,
,,Business,Houston,Galveston,36.5,Meal/Entertain,,,,,no,,,
,,Business,Galveston,Port Bolivar,3.1,Meal/Entertain,,,,,no,,,
,,Business,Port Bolivar,Port Bolivar,2.1,Errand/Supplies,,,,,yes,,,
,,Business,Port Bolivar,Port Bolivar,1.2,NOT,,,,,yes,,,
,,Business,Port Bolivar,Galveston,7.5,Meeting,,,,,no,,,
,,Business,Galveston,Houston,57.0,Customer Visit,,,,,no,,,
,,Business,Midtown,Washington Avenue,5.9,Meeting,,,,,no,,,
,,Business,Washington Avenue,Midtown,6.2,Meeting,,,,,no,,,
,,Business,Midtown,Sharpstown,10.4,NOT,,,,,no,,,
,,Personal,Sharpstown,Briar Meadow,1.2,NOT,,,,,no,,,
,,Business,Briar Meadow,Midtown,9.6,Customer Visit,,,,,no,,,
,,Personal,Midtown,Downtown,1.0,NOT,,,,,no,,,
,,Business,Downtown,Midtown,0.9,Meal/Entertain,,,,,no,,,
,,Business,Midtown,Sharpstown,8.8,NOT,,,,,no,,,
,,Business,Sharpstown,Midtown,25.6,Meal/Entertain,,,,,no,,,
,,Business,Midtown,Greater Greenspoint,23.0,Meal/Entertain,,,,,no,,,
,,Personal,Morrisville,Cary,8.1,NOT,,,,,no,,,
,,Personal,Whitebridge,Whitebridge,1.4,NOT,,,,,yes,,,
,,Personal,Whitebridge,Preston,1.7,NOT,,,,,no,,,
,,Personal,Preston,Whitebridge,1.6,NOT,,,,,no,,,
,,Personal,Whitebridge,Westpark Place,2.0,NOT,,,,,no,,,
,,Business,Westpark Place,Whitebridge,2.2,NOT,,,,,no,,,
,,Business,Cary,Latta,144.0,Customer Visit,,,,,no,,,
,,Business,Latta,Jacksonville,310.3,Customer Visit,,,,,no,,,
,,Business,Jacksonville,Kissimmee,201.0,Meeting,,,,,no,,,
,,Personal,Couples Glen,Isles of Buena Vista,6.7,NOT,,,,,no,,,
,,Personal,Kissimmee,Orlando,8.8,NOT,,,,,no,,,
,,Personal,Lake Reams,Lake Reams,1.2,NOT,,,,,yes,,,
,,Business,Lake Reams,Lake Reams,2.1,Errand/Supplies,,,,,yes,,,
,,Business,Orlando,Kissimmee,6.6,Meal/Entertain,,,,,no,,,
,,Business,Kissimmee,Orlando,6.1,Customer Visit,,,,,no,,,
,,Personal,Orlando,Orlando,6.9,NOT,,,,,yes,,,
,,Personal,Orlando,Kissimmee,7.3,NOT,,,,,no,,,
,,Personal,Kissimmee,Orlando,3.6,NOT,,,,,no,,,
,,Personal,Couples Glen,Vista East,27.2,NOT,,,,,no,,,
,,Personal,Orlando,Kissimmee,25.7,NOT,,,,,no,,,
,,Personal,Kissimmee,Orlando,13.6,NOT,,,,,no,,,
,,Personal,Sand Lake Commons,Sky Lake,6.2,NOT,,,,,no,,,
,,Personal,Sky Lake,Sand Lake Commons,6.0,NOT,,,,,no,,,
,,Personal,Orlando,Kissimmee,13.8,NOT,,,,,no,,,
,,Business,Orlando,Kissimmee,28.8,Meal/Entertain,,,,,no,,,
,,Business,Kissimmee,Orlando,16.1,Temporary Site,,,,,no,,,
,,Business,Orlando,Kissimmee,16.4,Meal/Entertain,,,,,no,,,
2016-04-01 13:43:00,2016-04-01 14:01:00,Business,Kissimmee,Kissimmee,11.0,Meeting,2016-04-01,14.0,Afternoon,0 days 00:18:00,yes,Apr,Friday,18.0
2016-04-01 14:36:00,2016-04-01 15:24:00,Business,Kissimmee,Orlando,15.5,Customer Visit,2016-04-01,15.0,Afternoon,0 days 00:48:00,no,Apr,Friday,48.0
2016-04-01 16:01:00,2016-04-01 16:49:00,Business,Orlando,Kissimmee,20.3,Meeting,2016-04-01,16.0,Evening,0 days 00:48:00,no,Apr,Friday,48.0
2016-04-01 16:52:00,2016-04-01 16:57:00,Personal,Kissimmee,Kissimmee,0.7,NOT,2016-04-01,16.0,Evening,0 days 00:05:00,yes,Apr,Friday,5.0
2016-04-02 08:48:00,2016-04-02 09:04:00,Personal,Kissimmee,Kissimmee,5.5,NOT,2016-04-02,9.0,Morning,0 days 00:16:00,yes,Apr,Saturday,16.0
2016-04-02 11:01:00,2016-04-02 11:16:00,Personal,Kissimmee,Kissimmee,5.1,NOT,2016-04-02,11.0,Afternoon,0 days 00:15:00,yes,Apr,Saturday,15.0
2016-04-02 12:21:00,2016-04-02 14:47:00,Business,Kissimmee,Daytona Beach,77.3,Customer Visit,2016-04-02,14.0,Afternoon,0 days 02:26:00,no,Apr,Saturday,146.0
2016-04-02 16:57:00,2016-04-02 18:09:00,Business,Daytona Beach,Jacksonville,80.5,Customer Visit,2016-04-02,18.0,Evening,0 days 01:12:00,no,Apr,Saturday,72.0
2016-04-02 19:38:00,2016-04-02 22:36:00,Business,Jacksonville,Ridgeland,174.2,Customer Visit,2016-04-02,22.0,Night,0 days 02:58:00,no,Apr,Saturday,178.0
2016-04-02 23:11:00,2016-04-03 01:34:00,Business,Ridgeland,Florence,144.0,Meeting,2016-04-02,1.0,Morning,0 days 02:23:00,no,Apr,Saturday,143.0
2016-04-03 02:00:00,2016-04-03 04:16:00,Business,Florence,Cary,159.3,Meeting,2016-04-03,4.0,Morning,0 days 02:16:00,no,Apr,Sunday,136.0
2016-04-05 21:39:00,2016-04-05 21:55:00,Business,Whitebridge,Wayne Ridge,7.9,Meal/Entertain,2016-04-05,21.0,Night,0 days 00:16:00,no,Apr,Tuesday,16.0
2016-04-06 00:19:00,2016-04-06 00:39:00,Business,Wayne Ridge,Whitebridge,8.0,Meal/Entertain,2016-04-06,0.0,,0 days 00:20:00,no,Apr,Wednesday,20.0
2016-04-07 18:20:00,2016-04-07 18:39:00,Business,Cary,Morrisville,6.1,Meal/Entertain,2016-04-07,18.0,Evening,0 days 00:19:00,no,Apr,Thursday,19.0
2016-04-07 19:45:00,2016-04-07 20:00:00,Business,Morrisville,Cary,6.1,Errand/Supplies,2016-04-07,20.0,Night,0 days 00:15:00,no,Apr,Thursday,15.0
2016-04-08 12:30:00,2016-04-08 12:48:00,Business,Cary,Durham,10.5,Meeting,2016-04-08,12.0,Afternoon,0 days 00:18:00,no,Apr,Friday,18.0
2016-04-08 13:34:00,2016-04-08 13:51:00,Business,Durham,Cary,8.7,Meal/Entertain,2016-04-08,13.0,Afternoon,0 days 00:17:00,no,Apr,Friday,17.0
2016-04-08 13:55:00,2016-04-08 14:03:00,Business,Westpark Place,Whitebridge,1.8,Errand/Supplies,2016-04-08,14.0,Afternoon,0 days 00:08:00,no,Apr,Friday,8.0
2016-04-08 14:43:00,2016-04-08 15:20:00,Business,Cary,Raleigh,19.1,Meeting,2016-04-08,15.0,Afternoon,0 days 00:37:00,no,Apr,Friday,37.0
2016-04-08 16:05:00,2016-04-08 16:47:00,Business,Raleigh,Cary,18.6,Meeting,2016-04-08,16.0,Evening,0 days 00:42:00,no,Apr,Friday,42.0
2016-04-12 09:15:00,2016-04-12 09:26:00,Business,Whitebridge,Edgehill Farms,2.8,Errand/Supplies,2016-04-12,9.0,Morning,0 days 00:11:00,no,Apr,Tuesday,11.0
2016-04-12 09:34:00,2016-04-12 09:53:00,Business,Cary,Raleigh,8.9,Meeting,2016-04-12,9.0,Morning,0 days 00:19:00,no,Apr,Tuesday,19.0
2016-04-12 10:58:00,2016-04-12 11:18:00,Business,Meredith,Cedar Hill,7.5,Customer Visit,2016-04-12,11.0,Afternoon,0 days 00:20:00,no,Apr,Tuesday,20.0
2016-04-12 12:22:00,2016-04-12 12:44:00,Business,Raleigh,Morrisville,15.9,Meeting,2016-04-12,12.0,Afternoon,0 days 00:22:00,no,Apr,Tuesday,22.0
2016-04-12 13:42:00,2016-04-12 14:01:00,Business,Morrisville,Cary,6.5,Meal/Entertain,2016-04-12,14.0,Afternoon,0 days 00:19:00,no,Apr,Tuesday,19.0
,,Business,Cary,Holly Springs,15.3,Temporary Site,,,,,no,,,
,,Business,Holly Springs,Cary,13.7,Temporary Site,,,,,no,,,
,,Business,Cary,Raleigh,11.9,Temporary Site,,,,,no,,,
,,Business,Meredith Townes,Harden Place,1.4,Errand/Supplies,,,,,no,,,
,,Business,Raleigh,Cary,15.2,Meeting,,,,,no,,,
,,Business,Cary,Morrisville,6.0,Errand/Supplies,,,,,no,,,
,,Business,Morrisville,Cary,6.1,Meal/Entertain,,,,,no,,,
,,Business,Whitebridge,Wayne Ridge,8.2,Meal/Entertain,,,,,no,,,
,,Business,Wayne Ridge,Whitebridge,8.0,Meal/Entertain,,,,,no,,,
,,Business,Cary,Raleigh,13.6,Meeting,,,,,no,,,
,,Business,Raleigh,Cary,22.5,Meeting,,,,,no,,,
,,Business,Cary,Durham,10.4,Meeting,,,,,no,,,
,,Business,Durham,Cary,10.0,Meeting,,,,,no,,,
,,Business,Whitebridge,Tanglewood,6.0,Meal/Entertain,,,,,no,,,
,,Business,Tanglewood,Whitebridge,6.5,Meal/Entertain,,,,,no,,,
,,Business,Cary,Morrisville,3.1,Errand/Supplies,,,,,no,,,
,,Business,Chessington,Chessington,1.9,Errand/Supplies,,,,,yes,,,
,,Business,Morrisville,Cary,4.2,Between Offices,,,,,no,,,
,,Business,Whitebridge,Burtrose,4.9,Between Offices,,,,,no,,,
,,Business,Burtrose,Whitebridge,4.8,Between Offices,,,,,no,,,
,,Business,Cary,Raleigh,12.4,Customer Visit,,,,,no,,,
,,Business,Raleigh,Cary,32.8,Customer Visit,,,,,no,,,
,,Business,Morrisville,Cary,5.5,Customer Visit,,,,,no,,,
,,Business,Cary,Durham,9.9,Meeting,,,,,no,,,
,,Business,Durham,Cary,10.0,Meeting,,,,,no,,,
,,Business,Cary,Durham,14.2,Customer Visit,,,,,no,,,
,,Business,Durham,Cary,18.2,Meeting,,,,,no,,,
,,Business,Whitebridge,Waverly Place,7.7,Meal/Entertain,,,,,no,,,
,,Business,Waverly Place,Whitebridge,6.8,NOT,,,,,no,,,
2016-05-01 13:45:00,2016-05-01 13:53:00,Business,Whitebridge,Westpark Place,2.1,Meal/Entertain,2016-05-01,13.0,Afternoon,0 days 00:08:00,no,May,Sunday,8.0
2016-05-01 14:26:00,2016-05-01 14:31:00,Business,Westpark Place,Whitebridge,2.3,NOT,2016-05-01,14.0,Afternoon,0 days 00:05:00,no,May,Sunday,5.0
2016-05-01 17:33:00,2016-05-01 17:45:00,Business,Whitebridge,Tanglewood,6.2,Between Offices,2016-05-01,17.0,Evening,0 days 00:12:00,no,May,Sunday,12.0
2016-05-01 17:54:00,2016-05-01 18:10:00,Business,Tanglewood,Parkway,7.5,Meeting,2016-05-01,18.0,Evening,0 days 00:16:00,no,May,Sunday,16.0
2016-05-01 22:38:00,2016-05-01 22:49:00,Business,Parkway,Whitebridge,3.1,Errand/Supplies,2016-05-01,22.0,Night,0 days 00:11:00,no,May,Sunday,11.0
2016-05-02 14:14:00,2016-05-02 14:21:00,Business,Whitebridge,Westpark Place,2.2,Errand/Supplies,2016-05-02,14.0,Afternoon,0 days 00:07:00,no,May,Monday,7.0
2016-05-02 15:37:00,2016-05-02 15:48:00,Business,Westpark Place,Whitebridge,3.9,Meal/Entertain,2016-05-02,15.0,Afternoon,0 days 00:11:00,no,May,Monday,11.0
2016-05-03 22:20:00,2016-05-03 22:28:00,Business,Morrisville,Cary,2.5,Meal/Entertain,2016-05-03,22.0,Night,0 days 00:08:00,no,May,Tuesday,8.0
2016-05-04 15:16:00,2016-05-04 15:37:00,Business,Cary,Morrisville,8.7,Meal/Entertain,2016-05-04,15.0,Afternoon,0 days 00:21:00,no,May,Wednesday,21.0
2016-05-04 20:55:00,2016-05-04 21:14:00,Business,Mcvan,Capitol One,14.5,Errand/Supplies,2016-05-04,21.0,Night,0 days 00:19:00,no,May,Wednesday,19.0
2016-05-04 21:30:00,2016-05-04 21:36:00,Business,Capitol One,University District,4.5,Meal/Entertain,2016-05-04,21.0,Night,0 days 00:06:00,no,May,Wednesday,6.0
2016-05-04 22:19:00,2016-05-04 22:27:00,Business,University District,Capitol One,5.0,Meal/Entertain,2016-05-04,22.0,Night,0 days 00:08:00,no,May,Wednesday,8.0
2016-05-05 21:24:00,2016-05-05 21:36:00,Business,Seattle,Redmond,14.2,Meal/Entertain,2016-05-05,21.0,Night,0 days 00:12:00,no,May,Thursday,12.0
2016-05-05 22:34:00,2016-05-05 22:40:00,Business,Redmond,Bellevue,2.9,Errand/Supplies,2016-05-05,22.0,Night,0 days 00:06:00,no,May,Thursday,6.0
2016-05-05 23:55:00,2016-05-06 00:08:00,Business,Bellevue,Seattle,12.9,Meeting,2016-05-05,0.0,,0 days 00:13:00,no,May,Thursday,13.0
2016-05-06 05:47:00,2016-05-06 06:02:00,Business,Capitol One,Mcvan,14.4,Meeting,2016-05-06,6.0,Morning,0 days 00:15:00,no,May,Friday,15.0
2016-05-06 16:45:00,2016-05-06 16:59:00,Business,Chapel Hill,Morrisville,17.0,Meeting,2016-05-06,16.0,Evening,0 days 00:14:00,no,May,Friday,14.0
2016-05-06 17:18:00,2016-05-06 17:44:00,Business,Morrisville,Cary,7.9,Customer Visit,2016-05-06,17.0,Evening,0 days 00:26:00,no,May,Friday,26.0
2016-05-09 06:08:00,2016-05-09 06:25:00,Business,Cary,Morrisville,8.4,Customer Visit,2016-05-09,6.0,Morning,0 days 00:17:00,no,May,Monday,17.0
2016-05-09 14:39:00,2016-05-09 15:06:00,Business,San Francisco,Palo Alto,20.5,Between Offices,2016-05-09,15.0,Afternoon,0 days 00:27:00,no,May,Monday,27.0
2016-05-09 17:58:00,2016-05-09 18:26:00,Business,Palo Alto,Sunnyvale,9.8,Customer Visit,2016-05-09,18.0,Evening,0 days 00:28:00,no,May,Monday,28.0
2016-05-09 19:35:00,2016-05-09 19:59:00,Business,Sunnyvale,Newark,17.6,Customer Visit,2016-05-09,19.0,Evening,0 days 00:24:00,no,May,Monday,24.0
2016-05-10 09:03:00,2016-05-10 09:20:00,Business,Newark,Menlo Park,9.3,Customer Visit,2016-05-10,9.0,Morning,0 days 00:17:00,no,May,Tuesday,17.0
2016-05-10 17:19:00,2016-05-10 17:31:00,Business,Menlo Park,Newark,7.9,Customer Visit,2016-05-10,17.0,Evening,0 days 00:12:00,no,May,Tuesday,12.0
2016-05-11 08:35:00,2016-05-11 09:12:00,Business,Newark,San Francisco,25.6,Meeting,2016-05-11,9.0,Morning,0 days 00:37:00,no,May,Wednesday,37.0
2016-05-11 21:47:00,2016-05-11 22:04:00,Business,Morrisville,Cary,8.1,Meeting,2016-05-11,22.0,Night,0 days 00:17:00,no,May,Wednesday,17.0
,,Business,Cary,Morrisville,3.1,Meal/Entertain,,,,,no,,,
,,Business,Morrisville,Cary,3.1,Meal/Entertain,,,,,no,,,
,,Business,Whitebridge,Preston,2.8,Errand/Supplies,,,,,no,,,
,,Business,Preston,Westpark Place,2.7,Errand/Supplies,,,,,no,,,
,,Business,Westpark Place,Whitebridge,1.9,Errand/Supplies,,,,,no,,,
,,Business,Cary,Morrisville,8.4,Customer Visit,,,,,no,,,
,,Business,Morrisville,Raleigh,7.6,Customer Visit,,,,,no,,,
,,Business,Old City,Parkway Museums,2.9,Meal/Entertain,,,,,no,,,
,,Business,Old City,Hog Island,11.2,Meeting,,,,,no,,,
,,Business,Morrisville,Cary,8.2,Meal/Entertain,,,,,no,,,
,,Business,Cary,Morrisville,3.0,Meal/Entertain,,,,,no,,,
,,Business,Morrisville,Cary,2.5,Meal/Entertain,,,,,no,,,
,,Business,Whitebridge,Savon Height,3.6,Meal/Entertain,,,,,no,,,
,,Business,Savon Height,Whitebridge,3.6,Errand/Supplies,,,,,no,,,
,,Business,Whitebridge,Kildaire Farms,4.5,Errand/Supplies,,,,,no,,,
,,Business,Savon Height,Kilarney Woods,1.2,NOT,,,,,no,,,
,,Business,Kilarney Woods,Kildaire Farms,1.7,Errand/Supplies,,,,,no,,,
,,Business,Kilarney Woods,Whitebridge,4.7,Errand/Supplies,,,,,no,,,
,,Business,Cary,Morrisville,6.1,Meal/Entertain,,,,,no,,,
,,Business,Morrisville,Cary,11.3,Customer Visit,,,,,no,,,
,,Business,Cary,Raleigh,14.9,Meeting,,,,,no,,,
,,Business,Raleigh,Cary,14.0,Meeting,,,,,no,,,
,,Business,Westpark Place,Whitebridge,1.8,NOT,,,,,no,,,
2016-06-01 10:19:00,2016-06-01 10:47:00,Business,Cary,Morrisville,6.7,Customer Visit,2016-06-01,10.0,Morning,0 days 00:28:00,no,Jun,Wednesday,28.0
2016-06-01 13:10:00,2016-06-01 13:39:00,Business,Morrisville,Cary,9.6,Meeting,2016-06-01,13.0,Afternoon,0 days 00:29:00,no,Jun,Wednesday,29.0
2016-06-03 11:29:00,2016-06-03 11:49:00,Business,Cary,Durham,10.4,Meeting,2016-06-03,11.0,Afternoon,0 days 00:20:00,no,Jun,Friday,20.0
2016-06-03 13:08:00,2016-06-03 13:38:00,Business,Durham,Cary,9.9,Meeting,2016-06-03,13.0,Afternoon,0 days 00:30:00,no,Jun,Friday,30.0
2016-06-03 15:31:00,2016-06-03 15:54:00,Business,Cary,Morrisville,6.0,Meal/Entertain,2016-06-03,15.0,Afternoon,0 days 00:23:00,no,Jun,Friday,23.0
2016-06-03 18:14:00,2016-06-03 18:29:00,Business,Townes at Everett Crossing,Chessington,3.3,Errand/Supplies,2016-06-03,18.0,Evening,0 days 00:15:00,no,Jun,Friday,15.0
2016-06-03 18:41:00,2016-06-03 18:53:00,Business,Morrisville,Cary,3.1,Errand/Supplies,2016-06-03,18.0,Evening,0 days 00:12:00,no,Jun,Friday,12.0
2016-06-03 19:36:00,2016-06-03 19:42:00,Business,Huntington Woods,Weston,1.7,Errand/Supplies,2016-06-03,19.0,Evening,0 days 00:06:00,no,Jun,Friday,6.0
2016-06-03 22:47:00,2016-06-03 23:06:00,Business,Morrisville,Cary,4.0,Between Offices,2016-06-03,23.0,Night,0 days 00:19:00,no,Jun,Friday,19.0
2016-06-05 14:03:00,2016-06-05 14:33:00,Business,Whitebridge,Savon Height,7.8,Customer Visit,2016-06-05,14.0,Afternoon,0 days 00:30:00,no,Jun,Sunday,30.0
2016-06-05 15:06:00,2016-06-05 15:22:00,Business,Cary,Morrisville,7.8,Customer Visit,2016-06-05,15.0,Afternoon,0 days 00:16:00,no,Jun,Sunday,16.0
2016-06-05 15:57:00,2016-06-05 16:08:00,Business,Weston,Weston,3.8,Meal/Entertain,2016-06-05,16.0,Evening,0 days 00:11:00,yes,Jun,Sunday,11.0
2016-06-05 18:05:00,2016-06-05 18:14:00,Business,Morrisville,Cary,2.5,Meal/Entertain,2016-06-05,18.0,Evening,0 days 00:09:00,no,Jun,Sunday,9.0
2016-06-05 21:53:00,2016-06-05 22:05:00,Business,Cary,Durham,9.9,Meeting,2016-06-05,22.0,Night,0 days 00:12:00,no,Jun,Sunday,12.0
2016-06-05 23:52:00,2016-06-06 00:08:00,Business,Durham,Cary,9.9,Meeting,2016-06-05,0.0,,0 days 00:16:00,no,Jun,Sunday,16.0
2016-06-06 15:36:00,2016-06-06 15:45:00,Business,Whitebridge,Hazelwood,3.0,Errand/Supplies,2016-06-06,15.0,Afternoon,0 days 00:09:00,no,Jun,Monday,9.0
2016-06-06 16:16:00,2016-06-06 16:24:00,Business,Hazelwood,Whitebridge,2.4,Errand/Supplies,2016-06-06,16.0,Evening,0 days 00:08:00,no,Jun,Monday,8.0
2016-06-06 20:06:00,2016-06-06 20:20:00,Business,Cary,Apex,5.7,Meal/Entertain,2016-06-06,20.0,Night,0 days 00:14:00,no,Jun,Monday,14.0
2016-06-06 21:08:00,2016-06-06 21:37:00,Business,Apex,Cary,7.2,Meal/Entertain,2016-06-06,21.0,Night,0 days 00:29:00,no,Jun,Monday,29.0
2016-06-06 21:41:00,2016-06-06 22:00:00,Business,Cary,Durham,10.4,Meeting,2016-06-06,22.0,Night,0 days 00:19:00,no,Jun,Monday,19.0
2016-06-06 23:34:00,2016-06-06 23:48:00,Business,Durham,Cary,9.9,Meeting,2016-06-06,23.0,Night,0 days 00:14:00,no,Jun,Monday,14.0
2016-06-07 21:42:00,2016-06-07 22:00:00,Business,Cary,Durham,10.4,Meeting,2016-06-07,22.0,Night,0 days 00:18:00,no,Jun,Tuesday,18.0
2016-06-07 23:41:00,2016-06-08 00:04:00,Business,Durham,Cary,9.9,Meeting,2016-06-07,0.0,,0 days 00:23:00,no,Jun,Tuesday,23.0
2016-06-08 08:23:00,2016-06-08 08:53:00,Business,Cary,Morrisville,8.7,Meal/Entertain,2016-06-08,8.0,Morning,0 days 00:30:00,no,Jun,Wednesday,30.0
2016-06-08 12:04:00,2016-06-08 13:01:00,Business,Jamaica,New York,22.3,Errand/Supplies,2016-06-08,13.0,Afternoon,0 days 00:57:00,no,Jun,Wednesday,57.0
2016-06-08 13:12:00,2016-06-08 13:29:00,Business,Seaport,Gramercy-Flatiron,3.3,Meal/Entertain,2016-06-08,13.0,Afternoon,0 days 00:17:00,no,Jun,Wednesday,17.0
2016-06-08 14:31:00,2016-06-08 14:37:00,Business,Medical Centre,Tudor City,0.7,Errand/Supplies,2016-06-08,14.0,Afternoon,0 days 00:06:00,no,Jun,Wednesday,6.0
2016-06-08 16:55:00,2016-06-08 17:11:00,Business,Rose Hill,Soho,2.5,Meal/Entertain,2016-06-08,17.0,Evening,0 days 00:16:00,no,Jun,Wednesday,16.0
2016-06-08 17:16:00,2016-06-08 17:18:00,Business,Soho,Tribeca,0.5,Errand/Supplies,2016-06-08,17.0,Evening,0 days 00:02:00,no,Jun,Wednesday,2.0
2016-06-08 17:59:00,2016-06-08 18:05:00,Business,Tribeca,Financial District,0.9,Errand/Supplies,2016-06-08,18.0,Evening,0 days 00:06:00,no,Jun,Wednesday,6.0
2016-06-08 20:11:00,2016-06-08 20:25:00,Business,Financial District,Kips Bay,4.8,Errand/Supplies,2016-06-08,20.0,Night,0 days 00:14:00,no,Jun,Wednesday,14.0
2016-06-10 15:19:00,2016-06-10 16:28:00,Business,New York,Jamaica,16.3,Meeting,2016-06-10,16.0,Evening,0 days 01:09:00,no,Jun,Friday,69.0
2016-06-10 21:47:00,2016-06-10 22:04:00,Business,Cary,Durham,10.4,Meeting,2016-06-10,22.0,Night,0 days 00:17:00,no,Jun,Friday,17.0
2016-06-10 23:53:00,2016-06-11 00:01:00,Business,Durham,Cary,9.9,Meeting,2016-06-10,0.0,,0 days 00:08:00,no,Jun,Friday,8.0
2016-06-11 17:08:00,2016-06-11 17:16:00,Business,Cary,Morrisville,3.7,Errand/Supplies,2016-06-11,17.0,Evening,0 days 00:08:00,no,Jun,Saturday,8.0
2016-06-11 17:34:00,2016-06-11 17:39:00,Business,Morrisville,Cary,4.6,Meal/Entertain,2016-06-11,17.0,Evening,0 days 00:05:00,no,Jun,Saturday,5.0
2016-06-11 17:50:00,2016-06-11 17:56:00,Business,Westpark Place,Whitebridge,1.7,NOT,2016-06-11,17.0,Evening,0 days 00:06:00,no,Jun,Saturday,6.0
2016-06-11 21:45:00,2016-06-11 22:04:00,Business,Cary,Durham,10.4,Meeting,2016-06-11,22.0,Night,0 days 00:19:00,no,Jun,Saturday,19.0
2016-06-11 23:39:00,2016-06-12 00:05:00,Business,Durham,Cary,9.9,Meeting,2016-06-11,0.0,,0 days 00:26:00,no,Jun,Saturday,26.0
2016-06-12 19:53:00,2016-06-12 19:56:00,Business,Cary,Morrisville,2.5,Meal/Entertain,2016-06-12,19.0,Evening,0 days 00:03:00,no,Jun,Sunday,3.0
2016-06-12 20:05:00,2016-06-12 20:16:00,Business,Morrisville,Cary,4.3,Errand/Supplies,2016-06-12,20.0,Night,0 days 00:11:00,no,Jun,Sunday,11.0
2016-06-12 21:58:00,2016-06-12 22:19:00,Business,Parkway,Whitebridge,2.8,Errand/Supplies,2016-06-12,22.0,Night,0 days 00:21:00,no,Jun,Sunday,21.0
,,Business,Cary,Morrisville,8.4,Meal/Entertain,,,,,no,,,
,,Business,Oakland,Emeryville,13.2,Meeting,,,,,no,,,
,,Business,Emeryville,Berkeley,3.9,Meal/Entertain,,,,,no,,,
,,Business,Berkeley,Oakland,5.1,Meal/Entertain,,,,,no,,,
,,Business,Oakland,Unknown Location,5.2,Customer Visit,,,,,no,,,
,,Business,Emeryville,San Francisco,9.8,NOT,,,,,no,,,
,,Business,San Francisco,Emeryville,11.6,Meeting,,,,,no,,,
,,Business,Emeryville,Oakland,5.1,Meeting,,,,,no,,,
,,Business,Downtown,Bay Farm Island,9.3,Errand/Supplies,,,,,no,,,
,,Business,Kenner,New Orleans,12.4,Between Offices,,,,,no,,,
,,Business,CBD,Lower Garden District,1.9,Between Offices,,,,,no,,,
,,Business,Lower Garden District,Lakeview,6.4,Customer Visit,,,,,no,,,
,,Personal,Lakeview,Storyville,5.5,NOT,,,,,no,,,
,,Business,Storyville,Faubourg Marigny,1.5,Meal/Entertain,,,,,no,,,
,,Business,New Orleans,Metairie,14.5,NOT,,,,,no,,,
,,Business,Metairie,Kenner,2.7,NOT,,,,,no,,,
,,Business,Kenner,New Orleans,15.0,NOT,,,,,no,,,
,,Business,New Orleans,Kenner,12.9,NOT,,,,,no,,,
,,Business,Kenner,New Orleans,13.6,NOT,,,,,no,,,
,,Business,New Orleans,Kenner,12.2,NOT,,,,,no,,,
,,Business,Morrisville,Cary,8.7,NOT,,,,,no,,,
,,Business,Cary,Raleigh,6.0,NOT,,,,,no,,,
,,Business,Raleigh,Cary,5.9,NOT,,,,,no,,,
,,Business,Cary,Raleigh,19.3,NOT,,,,,no,,,
,,Business,Raleigh,Cary,16.6,Meal/Entertain,,,,,no,,,
,,Business,Whitebridge,Waverly Place,7.1,Meal/Entertain,,,,,no,,,
,,Business,Waverly Place,Macgregor Downs,2.1,Meal/Entertain,,,,,no,,,
